# record,      epoch,      desig, name
90001863,       1925,  C/1925 F1, Shajn-Comas Sola
90001864,       1925,  C/1925 F2, Reid
90001865,       1925,  C/1925 G1, Orkisz
90001866,       1925,  C/1925 V1, Wilk-Peltier
90001867,       1925,  C/1925 W1, Van Biesbroeck
90001868,       1926,  C/1925 X1, Ensor
90001869,       1926,  C/1926 B1, Blathwayt
90001870,       1927,  C/1927 A1, Blathwayt
90001871,       1927,  C/1927 B1, Reid
90001872,       1927,  C/1927 E1, Stearns
90001873,       1927,  C/1927 X1, Skjellerup-Maristany
90001874,       1930,  C/1929 Y1, Wilk
90001875,       1930,  C/1930 D1, Peltier-Schwassmann-Wac
90001876,       1930,  C/1930 E1, Beyer
90001877,       1930,  C/1930 F1, Wilk
90001878,       1930,  C/1930 L1, Forbes
90001879,       1931,  C/1931 O1, Nagata
90001880,       1931,  C/1931 P1, Ryves
90001881,       1932,  C/1932 G1, Houghton-Ensor
90001882,       1932,  C/1932 H1, Carrasco
90001883,       1932,  C/1932 M1, Newman
90001884,       1933,  C/1932 M2, Geddes
90001885,       1932,  C/1932 P1, Peltier-Whipple
90001886,       1933,  C/1932 Y1, Dodwell-Forbes
90001887,       1933,  C/1933 D1, Peltier
90001888,       1935,  C/1935 A1, Johnson
90001889,       1934,  C/1935 M1, Jackson
90001890,       1936,  C/1935 Q1, Van Biesbroeck
90001891,       1936,  C/1936 K1, Peltier
90001892,       1936,  C/1936 O1, Kaho-Kozik-Lis
90001893,       1937,  C/1937 C1, Whipple
90001894,       1937,  C/1937 D1, Wilk
90001895,       1937,  C/1937 N1, Finsler
90001896,       1936,  C/1937 P1, Hubble
90001897,       1939,  C/1939 B1, Kozik-Peltier
90001898,       1939,  C/1939 H1, Jurlof-Achmarof-Hassel
90001899,       1939,  C/1939 V1, Friend
90001900,       1940,  C/1940 O1, Whipple-Paraskevopoulos
90001901,       1941,  C/1940 R2, Cunningham
90001902,       1940,  C/1940 S1, Okabayasi-Honda
90001903,       1941,  C/1941 B1, Friend-Reese-Honda
90001904,       1941,  C/1941 B2, de Kock-Paraskevopoulos
90001905,       1941,  C/1941 K1, van Gent
90001906,       1942,  C/1942 C1, Whipple-Bernasconi-Kuli
90001907,       1942,  C/1942 C2, Oterma
90001908,       1942,  C/1942 EA, Vaisala
90001909,       1943,  C/1942 X1, Whipple-Fedtke-Tevzadze
90001910,       1943,  C/1943 R1, Daimaca
90001911,       1943,  C/1943 W1, van Gent-Peltier-Daimac
90001912,       1944,  C/1944 H1, Vaisala
90001913,       1944,  C/1944 K2, van Gent
90001914,       1945,  C/1945 L1, du Toit
90001915,       1945,  C/1945 W1, Friend-Peltier
90001916,       1945,  C/1945 X1, du Toit
90001917,       1946,  C/1946 C1, Timmers
90001918,       1946,  C/1946 K1, Pajdusakova-Rotbart-Web
90001919,       1947,  C/1946 P1, Jones
90001920,       1947,  C/1946 U1, Bester
90001921,       1947,  C/1947 F1, Rondanina-Bester
90001922,       1947,  C/1947 F2, Becvar
90001923,       1947,  C/1947 K1, Bester
90001924,       1948,  C/1947 O1, Wirtanen
90001925,       1948,  C/1947 S1, Bester
90001926,       1947,  C/1947 V1, Honda
90001929,       1948,  C/1947 Y1, Mrkos
90001930,       1949,  C/1948 E1, Pajdusakova-Mrkos
90001931,       1948,  C/1948 L1, Honda-Bernasconi
90001932,       1950,  C/1948 N1, Wirtanen
90001933,       1948,  C/1948 R1, Johnson
90001934,       1949,  C/1948 T1, Wirtanen
90001935,       1949,  C/1948 V1, Eclipse comet
90001936,       1948,  C/1948 W1, Bester
90001937,       1950,  C/1949 K1, Johnson
90001938,       1950,  C/1949 N1, Bappu-Bok-Newkirk
90001939,       1951,  C/1950 K1, Minkowski
90001940,       1951,  C/1951 C1, Pajdusakova
90001941,       1951,  C/1951 G1, Groeneveld
90001942,       1951,  C/1951 G2, Groeneveld-Palomar
90001943,       1951,  C/1951 P1, Wilson-Harrington
90001944,       1952,  D/1952 B1, Harrington-Wilson
90001945,       1952,  C/1952 H1, Mrkos
90001946,       1952,  C/1952 M1, Peltier
90001947,       1952,  C/1952 Q1, Harrington
90001948,       1953,  C/1952 W1, Mrkos
90001949,       1953,  C/1953 G1, Mrkos-Honda
90001950,       1954,  C/1953 T1, Abell
90001951,       1953,  C/1953 X1, Pajdusakova
90001952,       1954,  C/1954 M1, Harrington
90001953,       1954,  C/1954 M2, Kresak-Peltier
90001954,       1954,  C/1954 O1, Vozarova
90001955,       1955,  C/1954 O2, Baade
90001956,       1956,  C/1954 Y1, Haro-Chavira
90001957,       1955,  C/1955 G1, Abell
90001958,       1955,  C/1955 L1, Mrkos
90001959,       1955,  C/1955 N1, Bakharev-Macfarlane-Kri
90001960,       1955,  C/1955 O1, Honda
90001961,       1956,  C/1956 E1, Mrkos
90001963,       1957,  C/1956 R1, Arend-Roland
90001964,       1958,  C/1957 P1, Mrkos
90001965,       1957,  C/1957 U1, Latyshev-Wild-Burnham
90001966,       1958,  C/1958 D1, Burnham
90001967,       1959,  C/1958 R1, Burnham-Slaughter
90001968,       1959,  C/1959 O1, Bester-Hoffmeister
90001969,       1959,  C/1959 Q1, Alcock
90001970,       1959,  C/1959 Q2, Alcock
90001971,       1960,  C/1959 X1, Mrkos
90001972,       1960,  C/1959 Y1, Burnham
90001973,       1960,  C/1960 B1, Burnham
90001974,       1960,  C/1960 M1, Humason
90001975,       1961,  C/1960 Y1, Candy
90001976,       1961,  C/1961 O1, Wilson-Hubbard
90001977,       1963,  C/1961 R1, Humason
90001978,       1961,  C/1961 T1, Seki
90001979,       1962,  C/1962 C1, Seki-Lines
90001980,       1962,  C/1962 H1, Honda
90001981,       1963,  C/1963 A1, Ikeya
90001982,       1963,  C/1963 F1, Alcock
90001983,       1963,  C/1963 R1, Pereyra
90001984,       1964,  C/1964 L1, Tomita-Gerber-Honda
90001985,       1964,  C/1964 N1, Ikeya
90001986,       1964,  C/1964 P1, Everhart
90001989,       1965,  C/1965 S2, Alcock
90001990,       1966,  C/1966 P1, Kilston
90001991,       1966,  C/1966 P2, Barbon
90001992,       1966,  C/1966 R1, Ikeya-Everhart
90001993,       1966,  C/1966 T1, Rudnicki
90001994,       1967,  C/1967 C1, Seki
90001995,       1967,  C/1967 C2, Wild
90001996,       1967,  C/1967 M1, Mitchell-Jones-Gerber
90001997,       1968,  C/1967 Y1, Ikeya-Seki
90001998,       1968,  C/1968 H1, Tago-Honda-Yamamoto
90001999,       1968,  C/1968 L1, Whitaker-Thomas
90002000,       1968,  C/1968 N1, Honda
90002001,       1968,  C/1968 Q1, Bally-Clayton
90002002,       1968,  C/1968 Q2, Honda
90002003,       1968,  C/1968 U1, Wild
90002004,       1969,  C/1968 Y1, Thomas
90002006,       1969,  C/1969 P1, Fujikawa
90002007,       1970,  C/1969 T1, Tago-Sato-Kosaka
90002008,       1970,  C/1969 Y1, Bennett
90002009,       1970,  C/1970 B1, Daido-Fujikawa
90002010,       1970,  C/1970 K1, White-Ortiz-Bolelli
90002011,       1970,  C/1970 N1, Abe
90002012,       1970,  C/1970 U1, Suzuki-Sato-Seki
90002013,       1971,  C/1971 E1, Toba
90002014,       1971,  C/1971 M1, Edwards
90002015,       1972,  C/1972 E1, Bradfield
90002016,       1972,  C/1972 F1, Gehrels
90002017,       1972,  C/1972 L1, Sandage
90002018,       1973,  C/1972 U1, Kojima
90002019,       1973,  C/1972 X1, Araya
90002020,       1973,  C/1973 A1, Heck-Sause
90002021,       1973,  C/1973 D1, Kohoutek
90002022,       1973,  C/1973 E1, Kohoutek
90002023,       1973,  C/1973 H1, Huchra
90002024,       1974,  C/1973 N1, Sandage
90002025,       1974,  C/1973 W1, Gibson
90002026,       1974,  C/1974 C1, Bradfield
90002027,       1975,  C/1974 F1, Lovas
90002028,       1974,  C/1974 O1, Cesco
90002029,       1975,  C/1974 V1, van den Bergh
90002030,       1974,  C/1974 V2, Bennett
90002031,       1975,  C/1975 E1, Bradfield
90002032,       1975,  C/1975 N1, Kobayashi-Berger-Milon
90002033,       1975,  C/1975 T1, Mori-Sato-Fujikawa
90002034,       1975,  C/1975 T2, Suzuki-Saigusa-Mori
90002036,       1975,  C/1975 V2, Bradfield
90002037,       1975,  C/1975 X1, Sato
90002038,       1976,  C/1976 D1, Bradfield
90002039,       1976,  C/1976 D2, Schuster
90002040,       1976,  C/1976 E1, Bradfield
90002041,       1976,  C/1976 J1, Harlan
90002042,       1977,  C/1976 U1, Lovas
90002043,       1977,  D/1977 C1, Skiff-Kosai
90002044,       1977,  C/1977 D1, Lovas
90002045,       1977,  C/1977 H1, Helin
90002046,       1977,  C/1977 R1, Kohler
90002047,       1978,  C/1977 V1, Tsuchinshan
90002048,       1978,  C/1978 A1, West
90002049,       1978,  C/1978 C1, Bradfield
90002050,       1978,  C/1978 G2, McNaught-Tritton
90002051,       1978,  C/1978 H1, Meier
90002052,       1978,  D/1978 R1, Haneda-Campos
90002053,       1978,  C/1978 R3, Machholz
90002054,       1978,  C/1978 T1, Seargent
90002055,       1978,  C/1978 T3, Bradfield
90002056,       1979,  C/1979 M1, Bradfield
90002057,       1979,  C/1979 M3, Torres
90002058,       1979,  C/1979 Q1, SOLWIND
90002059,       1979,  C/1979 S1, Meier
90002060,       1980,  C/1979 Y1, Bradfield
90002061,       1982,  C/1980 E1, Bowell
90002062,       1980,  C/1980 L1, Torres
90002063,       1980,  C/1980 O1, Cernis-Petrauskas
90002064,       1980,  C/1980 R1, Russell
90002065,       1981,  C/1980 V1, Meier
90002066,       1981,  C/1980 Y1, Bradfield
90002067,       1981,  C/1980 Y2, Panther
90002068,       1981,  C/1981 B1, SOLWIND
90002069,       1982,  C/1981 G1, Elias
90002070,       1981,  C/1981 H1, Bus
90002071,       1981,  C/1981 M1, Gonzalez
90002072,       1981,  C/1981 O1, SOLWIND
90002073,       1981,  C/1981 V1, SOLWIND
90002074,       1981,  C/1981 W1, SOLWIND
90002075,       1982,  C/1982 M1, Austin
90002076,       1983,  C/1983 H1, IRAS-Araki-Alcock
90002077,       1983,  C/1983 J1, Sugano-Saigusa-Fujikawa
90002078,       1983,  C/1983 J2, IRAS
90002079,       1983,  C/1983 N1, IRAS
90002080,       1983,  C/1983 N2, SOLWIND
90002081,       1984,  C/1983 O1, Cernis
90002082,       1984,  C/1983 O2, IRAS
90002083,       1983,  C/1983 R1, Shoemaker
90002084,       1983,  C/1983 S2, SOLWIND
90002085,       1984,  C/1984 A1, Bradfield 1
90002086,       1986,  C/1984 K1, Shoemaker
90002087,       1984,  C/1984 N1, Austin
90002088,       1984,  C/1984 O2, SOLWIND
90002089,       1984,  C/1984 Q1, SOLWIND
90002090,       1984,  C/1984 R1, SOLWIND
90002091,       1984,  C/1984 S1, Meier
90002092,       1985,  C/1984 U1, Shoemaker
90002093,       1985,  C/1984 U2, Shoemaker
90002094,       1985,  C/1984 V1, Levy-Rudenko
90002095,       1986,  C/1984 W2, Hartley
90002096,       1985,  C/1985 K1, Machholz
90002097,       1985,  C/1985 R1, Hartley-Good
90002098,       1985,  C/1985 T1, Thiele
90002099,       1986,  C/1986 E1, Shoemaker
90002100,       1987,  C/1986 N1, Churyumov-Solodovnikov
90002101,       1987,  C/1986 P1, Wilson
90002104,       1987,  C/1986 V1, Sorrells
90002105,       1987,  C/1987 A1, Levy
90002106,       1987,  C/1987 B1, Nishikawa-Takamizawa-Ta
90002107,       1987,  C/1987 B2, Terasako
90002108,       1988,  C/1987 F1, Torres
90002109,       1987,  C/1987 H1, Shoemaker
90002110,       1987,  C/1987 P1, Bradfield
90002111,       1987,  C/1987 Q1, Rudenko
90002112,       1987,  C/1987 T1, Levy
90002113,       1987,  C/1987 T2, SMM
90002114,       1988,  C/1987 U3, McNaught
90002115,       1987,  C/1987 U4, SMM
90002116,       1987,  C/1987 W1, Ichimura
90002117,       1988,  C/1987 W2, Furuyama
90002118,       1988,  C/1987 W3, Jensen-Shoemaker
90002119,       1988,  C/1988 A1, Liller
90002120,       1988,  C/1988 B1, Shoemaker
90002121,       1988,  C/1988 C1, Maury-Phinney
90002122,       1988,  C/1988 F1, Levy
90002123,       1988,  C/1988 J1, Shoemaker-Holt
90002124,       1988,  C/1988 L1, Shoemaker-Holt-Rodrique
90002125,       1988,  C/1988 M1, SMM
90002126,       1988,  C/1988 P1, Machholz
90002127,       1988,  C/1988 Q1, SMM
90002128,       1988,  C/1988 T1, SMM
90002129,       1988,  C/1988 U1, SMM
90002130,       1988,  C/1988 W1, SMM
90002131,       1989,  C/1988 Y1, Yanaka
90002132,       1989,  C/1989 A1, Yanaka
90002133,       1989,  C/1989 A3, Bradfield
90002134,       1989,  C/1989 A5, Shoemaker
90002135,       1989,  C/1989 A6, Shoemaker
90002136,       1989,  C/1989 L1, SMM
90002137,       1989,  C/1989 N3, SMM
90002138,       1989,  C/1989 Q1, Okazaki-Levy-Rudenko
90002139,       1989,  C/1989 R1, Helin-Roman
90002140,       1989,  C/1989 S1, SMM
90002141,       1989,  C/1989 T1, Helin-Roman-Alu
90002142,       1989,  C/1989 W1, Aarseth-Brewington
90002143,       1990,  C/1989 X1, Austin
90002144,       1990,  C/1989 Y1, Skorichenko-George
90002145,       1989,  C/1989 Y2, McKenzie-Russell
90002146,       1990,  C/1990 E1, Cernis-Kiuchi-Nakamura
90002147,       1990,  C/1990 K1, Levy
90002148,       1990,  C/1990 M1, McNaught-Hughes
90002149,       1990,  C/1990 N1, Tsuchiya-Kiuchi
90002150,       1991,  C/1991 A2, Arai
90002151,       1992,  C/1991 B1, Shoemaker-Levy
90002152,       1991,  C/1991 C3, McNaught-Russell
90002153,       1991,  C/1991 F2, Helin-Lawrence
90002154,       1991,  C/1991 L3, Levy
90002155,       1992,  C/1991 L4, Helin-Alu
90002156,       1992,  C/1991 Q1, McNaught-Russell
90002157,       1993,  C/1991 R1, McNaught-Russell
90002158,       1992,  C/1991 T2, Shoemaker-Levy
90002159,       1992,  C/1991 X2, Mueller
90002160,       1992,  C/1991 Y1, Zanotta-Brewington
90002161,       1992,  C/1992 A1, Helin-Alu
90002162,       1992,  C/1992 B1, Bradfield
90002163,       1992,  C/1992 F1, Tanaka-Machholz
90002164,       1993,  C/1992 J1, Spacewatch
90002165,       1992,  C/1992 J2, Bradfield
90002166,       1992,  C/1992 N1, Machholz
90002167,       1993,  C/1992 Q2, Helin-Lawrence
90002168,       1993,  C/1992 U1, Shoemaker
90002169,       1992,  C/1992 W1, Ohshita
90002170,       1993,  C/1993 A1, Mueller
90002171,       1993,  C/1993 F1, Mueller
90002193,       1994,  C/1993 K1, Shoemaker-Levy
90002194,       1993,  C/1993 Q1, Mueller
90002195,       1994,  C/1993 Y1, McNaught-Russell
90002196,       1994,  C/1994 E1, Mueller
90002197,       1994,  C/1994 E2, Shoemaker-Levy
90002200,       1994,  C/1994 J2, Takamizawa
90002201,       1994,  C/1994 N1, Nakamura-Nishimura-Mach
90002202,       1994,  C/1994 T1, Machholz
90002203,       2022,  C/1995 O1, Hale-Bopp
90002204,       1995,  C/1995 Q1, Bradfield
90002205,       1995,  C/1995 Q2, Hartley-Drinkwater
90002206,       1996,  C/1995 Y1, Hyakutake
90002207,       1996,  C/1996 A2, SOHO
90002208,       1996,  C/1996 B1, Szczepanski
90002209,       1996,  C/1996 B2, Hyakutake
90002210,       1996,  C/1996 B3, SOHO
90002211,       1996,  C/1996 B4, SOHO
90002212,       1996,  C/1996 B5, SOHO
90002213,       1996,  C/1996 D1, SOHO
90002214,       1996,  C/1996 E1, NEAT
90002215,       1996,  C/1996 E2, SOHO
90002216,       1996,  C/1996 F2, SOHO
90002217,       1996,  C/1996 H1, SOHO
90002220,       1996,  C/1996 L1, SOHO
90002221,       1996,  C/1996 L2, SOHO
90002222,       1996,  C/1996 M1, SOHO
90002223,       1996,  C/1996 M2, SOHO
90002224,       1996,  C/1996 M3, SOHO
90002225,       1996,  C/1996 N1, Brewington
90002226,       1996,  C/1996 N3, SOHO
90002227,       1996,  C/1996 O1, SOHO
90002228,       1996,  C/1996 O2, SOHO
90002229,       1996,  C/1996 O3, SOHO
90002230,       1996,  C/1996 O4, SOHO
90002231,       1996,  C/1996 P2, Russell-Watson
90002232,       1996,  C/1996 Q1, Tabur
90002233,       1996,  C/1996 Q2, SOHO
90002234,       1996,  C/1996 Q3, SOHO
90002235,       1996,  C/1996 R1, Hergenrother-Spahr
90002236,       1996,  P/1996 R2, Lagerkvist
90002237,       1996,  C/1996 R3, Lagerkvist
90002238,       1996,  C/1996 R4, SOHO
90002239,       1996,  C/1996 R5, SOHO
90002240,       1996,  C/1996 S3, SOHO
90002241,       1996,  C/1996 V1, SOHO
90002242,       1996,  C/1996 V2, SOHO
90002243,       1996,  C/1996 X1, SOHO
90002244,       1996,  C/1996 X2, SOHO
90002245,       1996,  C/1996 X3, SOHO
90002246,       1996,  C/1996 X4, SOHO
90002247,       1996,  C/1996 X5, SOHO
90002248,       1996,  C/1996 Y1, SOHO
90002249,       1996,  C/1996 Y2, SOHO
90002250,       1997,  C/1997 A1, NEAT
90002251,       1997,  C/1997 B2, SOHO
90002252,       1997,  C/1997 B3, SOHO
90002253,       1997,  C/1997 B4, SOHO
90002254,       1997,  C/1997 B5, SOHO
90002255,       1997,  C/1997 B6, SOHO
90002256,       2000, C/1997 BA6, Spacewatch
90002257,       1997,  C/1997 B7, SOHO
90002258,       1997,  C/1997 D1, Mueller
90002259,       1997,  C/1997 E2, SOHO
90002260,       1997,  C/1997 G2, Montani
90002261,       1997,  C/1997 G3, SOHO
90002262,       1997,  C/1997 G4, SOHO
90002263,       1997,  C/1997 G5, SOHO
90002264,       1997,  C/1997 G6, SOHO
90002265,       1997,  C/1997 G7, SOHO
90002266,       1997,  C/1997 H2, SOHO
90002267,       1997,  C/1997 H3, SOHO
90002268,       1997,  C/1997 H4, SOHO
90002269,       1997,  C/1997 H5, SOHO
90002270,       1997,  C/1997 J1, Mueller
90002271,       1998,  C/1997 J2, Meunier-Dupouy
90002272,       1997,  C/1997 J3, SOHO
90002273,       1997,  C/1997 J4, SOHO
90002274,       1997,  C/1997 J5, SOHO
90002275,       1997,  C/1997 K1, SOHO
